"","#wt","#mut","pvalue","is_significant","tcga_pvalue","tcga_tumor_vs_normal"
"PLEKHG6",9,1,0.856503286505129,"no",3.44654979158166e-05,"down"
"MUC12",8,2,0.856552514717018,"no",0.000275425105492674,"up"
"MYC",7,3,0.856595281663541,"no",0.532375638289914,"down"
"NR1H3",10,0,0.857201722217568,"no",0.00555651010185993,"up"
"PPP1R10",10,0,0.857270506450878,"no",9.39445240927332e-05,"up"
"BLNK",10,0,0.857352701286764,"no",3.69662027328486e-08,"down"
"OSBPL1A",9,1,0.85760345231425,"no",0.0157818966447682,"down"
"FAM83H",7,3,0.857662442692465,"no",1.32578360359141e-09,"up"
"CNOT6",10,0,0.858035804433938,"no",4.44947984234429e-07,"up"
"PRKCZ",10,0,0.858390924785426,"no",0.109238926578889,"up"
"TRPC3",10,0,0.858424767049935,"no",1.32609023325186e-08,"up"
"MYCL1",10,0,0.858490314231484,"no",NA,NA
"SRGAP3",8,2,0.858569338496797,"no",0.22138380946636,"down"
