"","#wt(ATARiS)","#mut(ATARiS)","pvalue(ATARiS)","is_significant(ATARiS)","wt_median(DEMETER2)","wt_IQR(DEMETER2)","mut_median(DEMETER2)","mut_IQR(DEMETER2)","#wt(CRISPR)","#mut(CRISPR)","pvalue(CRISPR)","is_significant(CRISPR)","MissenseDnDs","intogen_gene_role","tcga_missense_mutation_frequency","tcga_nrSamplesInMutData"
"NR1I2",342,9,0.0920941753824553,"no",0.0294678233115332,0.129850345000342,0.035492862618211,0.0859867031163271,260,5,0.525634232500802,"no",3.66666666666667,"",0.00732996875751021,8322
"ATAD5",326,17,0.0922718899023772,"no",-0.0201398384243698,0.201276654351739,-0.0716867037456755,0.127410751414329,248,13,0.479835850128957,"no",5,"",0.0192261475606825,8322
"RSPO3",346,3,0.0922977132325316,"no",0.0485415033368908,0.144221274048102,-0.124532178402239,0.0961629183489757,261,1,NA,NA,1.25,"",0.00528719057918769,8322
"LRP5",306,28,0.0923083550301951,"no",-0.0225633493584476,0.203541479577023,-0.041865875097071,0.162766594895259,229,21,0.258153379403456,"no",2.53333333333333,"",0.0229512136505648,8322
"EGLN2",344,6,0.0926424259092666,"no",0.0529128030987115,0.250613450014594,0.100227133110701,0.281780798004987,262,3,0.632321819240274,"no",3.5,"",0.00540735400144196,8322
"UBP1",352,4,0.0928650832901597,"no",-0.0620028234455148,0.185137865674094,-0.105023101063336,0.130924302115952,264,2,0.905597746718847,"no",2.5,"",0.00612833453496756,8322
"MED16",335,13,0.0934297214049967,"no",-0.0892171385898526,0.265499786764515,-0.120067203220199,0.213385994338767,252,9,0.292873918325555,"no",2.125,"",0.00973323720259553,8322
"RAB1B",333,4,0.0935272913464528,"no",0.0821180424780863,0.127907573550443,-0.00151805264627259,0.103813510990137,250,1,NA,NA,5,"",0.00276375871184811,8322
"GP9",345,2,0.0935285572049909,"no",-0.00920195020697269,0.185427060572544,-0.0693745407697237,0.0370462310135363,262,1,NA,NA,1.5,"",0.00252343186733958,8322
"PKP3",324,15,0.0936064289159888,"no",0.0576417003414517,0.156184757697,0.0211219619606692,0.103464038836305,246,10,0.512325781036589,"no",2.71428571428571,"",0.00708964191300168,8322
"SDC1",345,3,0.0936166732156147,"no",0.0428553671952803,0.141877414775268,-0.096161652068227,0.0198102292875947,259,2,0.462480564043876,"no",1.33333333333333,"",0.0042057197788993,8322
"CMTM5",343,3,0.0937836144643716,"no",0.0319217178459427,0.141797548678049,0.0022801529088358,0.0727183995348186,260,1,NA,NA,1.25,"",0.00624849795722182,8322
"HCN1",288,32,0.0937872260712893,"no",-0.0200732441174919,0.211711276189599,0.00260197278852799,0.248990629790982,218,22,0.37616780168744,"no",1.86363636363636,"",0.0419370343667388,8322
"TDRD10",328,9,0.0938055008887465,"no",-0.0448122904518634,0.128933469461121,-0.0720256347837624,0.0439445428324589,245,4,0.265726787558071,"no",2.4,"",0.00769045902427301,8322
"RAPGEF1",333,17,0.0940483362519431,"no",-0.127816817769414,0.281190882217039,-0.10532622125781,0.227182744573757,250,11,0.2421455112159,"no",2.22222222222222,"",0.0150204277817832,8322
"RHOT1",339,9,0.0946249136214317,"no",-0.0404789146044363,0.189761958567977,-0.0602539215261936,0.0497530459800105,256,5,0.481958525508464,"no",1.66666666666667,"",0.00684931506849315,8322
"PGAP3",330,3,0.0946551974578542,"no",-0.00564264032474727,0.155511601594369,-0.0668580099754099,0.160401266838107,247,3,0.422679450140743,"no",0.5,"",0.00312424897861091,8322
"ATF5",354,2,0.094671093259764,"no",-0.0188895750190221,0.163237105794079,-0.0728699228419165,0.0834045010778025,266,1,NA,NA,2,"",0.00384522951213651,8322
"PCGF2",334,8,0.0947551363066323,"no",0.0259163034022588,0.156300726767222,-0.0157587172055025,0.0563844506124935,253,4,0.325539707766758,"no",10,"",0.00504686373467916,8322
"ABCG5",328,16,0.0953525151537562,"no",0.00665307031825657,0.166779703323492,0.000128758251927149,0.173741904276572,251,11,0.379019599351578,"no",2.57142857142857,"",0.00997356404710406,8322
"ABCC3",315,27,0.0955908151266904,"no",0.0134893079830892,0.176397223632706,-0.0276118097795842,0.128624357327925,238,19,0.546675934384375,"no",3.55555555555556,"",0.0199471280942081,8322
"DPY30",352,2,0.0956106526826362,"no",-0.0876059535814859,0.244754910475081,-0.464792118980421,0.572637879219299,267,0,NA,NA,1.5,"",0.000961307378034126,8322
"ADCY1",308,24,0.0956453202986689,"no",-0.0666676371557857,0.215962642432154,-0.128999551828749,0.222759566518454,230,17,0.690855349832988,"no",1.52380952380952,"",0.0253544820956501,8322
"PNPLA7",330,17,0.0957314033257274,"no",0.0654970435894974,0.1368418430639,0.0341030729176331,0.094232769082128,251,11,0.81383875539573,"no",4.2,"",0.0164623888488344,8322
"PRKAG3",351,7,0.0957929368096401,"no",-0.00673689044225111,0.160560578597,-0.0457448458132304,0.16099911006888,261,6,0.532230018888558,"no",1.28571428571429,"",0.00841143955779861,8322
"SLAMF9",328,6,0.0958530035331488,"no",-0.00516170012027619,0.171951865865766,0.0117981546736689,0.0244522610005578,247,3,0.285664017350335,"no",1.75,"",0.00696947849074742,8322
"IKBKB",340,7,0.0959376375656547,"no",0.0527382318797924,0.145527922617831,0.0346279038772725,0.146666865073942,254,4,0.266104909184395,"no",1.33333333333333,"MM_ambiguous",0.0111751982696467,8322
"USPL1",331,11,0.096224848017511,"no",-0.367404279366324,0.359051604887807,-0.54604913690244,0.431221236932105,253,7,0.516295998458004,"no",4.66666666666667,"",0.0121365056476808,8322
"ZFAND4",331,12,0.0963696196418928,"no",0.00362054481866391,0.187141356865698,-0.021376324728161,0.293194778966353,259,4,0.517769125538705,"no",6.5,"",0.0127373227589522,8322
"MPPED2",328,18,0.0969208175230175,"no",-0.0327657982791498,0.173907436452237,-0.0746364722759194,0.132385003354706,251,10,0.713002023514794,"no",4.75,"",0.00901225666906993,8322
"UTP18",338,5,0.0970486293719889,"no",-0.618569094945923,0.298701617337657,-0.665610105013975,0.106519668827637,253,5,0.463062621896087,"no",0.857142857142857,"",0.00600817111271329,8322
"C17orf80",325,7,0.0971024793144578,"no",0.0581842150751272,0.128950504729784,0.00595271810237529,0.119121174625653,249,4,0.245323216789704,"no",4.5,"",0.00540735400144196,8322
"MYL3",346,4,0.0975562383354076,"no",0.0233316174662792,0.16426671509418,0.0878174963881408,0.124615085245409,260,2,0.604354465783678,"no",6,"",0.00228310502283105,8322
"NUMB",341,9,0.0976957047479114,"no",-0.0304592244266527,0.190824308670086,-0.0816602780107851,0.119922653186427,257,5,0.212038749284404,"no",2.75,"",0.00757029560201875,8322
"SSTR1",337,6,0.0978392820661868,"no",-0.0170589651104638,0.188981536877171,-0.062523158821917,0.0580372773682987,256,4,0.365077887549031,"no",0.777777777777778,"",0.0110550348473925,8322
"NCAM1",315,21,0.0979111193313007,"no",0.0628371960771898,0.173368628790601,0.053828571697806,0.13822155596529,0,0,NA,NA,1.35294117647059,"",0.0186253304494112,8322
"CASP9",344,6,0.098008026515514,"no",0.0508876801012097,0.167528670805798,0.00167070883065224,0.185863009874747,262,5,0.81712328750686,"no",2.66666666666667,"",0.00432588320115357,8322
"RAB20",325,3,0.0981888916049292,"no",-0.187375530176815,0.247789160464297,-0.357076463075741,0.097421111115651,245,3,0.335001989668182,"no",5,"",0.00324441240086518,8322
"RAB17",345,4,0.098197254109319,"no",-0.0177564471148723,0.176443550111018,-0.0445126690054471,0.0568660043559474,259,2,0.22026853698659,"no",6,"",0.00336457582311944,8322
"HSPA1A",335,4,0.0982774352902077,"no",-0.0163262696041545,0.2680743314063,-0.143573695212421,0.148296812225277,255,2,0.312778664464045,"no",1.6,"",0.00288392213410238,8322
"MTR",306,21,0.0986123183828427,"no",0.0178384996872861,0.178269471568735,0.00878752546876199,0.0991242993294997,232,11,0.186355596542124,"no",2.08333333333333,"",0.0168228791155972,8322
"CTBP1",334,12,0.0990314791642559,"no",0.0201801469418889,0.152237541375511,0.0499430269250948,0.216879144239106,248,7,0.607415374072942,"no",2,"",0.00504686373467916,8322
"DUSP26",334,7,0.0991114926977958,"no",-0.159927608939725,0.216438939168032,-0.291402172579703,0.201373847997349,254,5,0.596543212937196,"no",1.33333333333333,"",0.00576784426820476,8322
"GALR2",329,6,0.0991916421929054,"no",-0.0230360961644378,0.174256971048092,-0.0568152086638287,0.036256296067138,252,5,0.563240313693939,"no",1.11111111111111,"",0.00444604662340783,8322
"HS3ST5",343,5,0.0992736152496384,"no",-0.0232211693629745,0.19747419381554,-0.0315088509111875,0.148385684557085,261,4,0.472414975186221,"no",1,"",0.011295361691901,8322
"TRIP13",300,10,0.0997487262613662,"no",-0.192431223103597,0.208247266030253,-0.313744872367067,0.422168448351849,227,7,0.261918034539212,"no",2,"",0.00769045902427301,8322
"KIF14",320,21,0.0997703632307106,"no",-0.176650818866859,0.253129461011737,-0.203337796047711,0.189717280862885,239,14,0.452806338951771,"no",3.85714285714286,"",0.0201874549387167,8322
"WDR26",338,5,0.0998377553416543,"no",-0.271702662728581,0.268950898869316,-0.583152273175275,0.500843605405057,251,4,0.400988158227345,"no",4,"",0.00757029560201875,8322
"PLA2G4B",344,9,0.0998709822779614,"no",0.0839511896669882,0.28601516664544,0.123023759490157,0.198639747756269,260,4,0.532116632306688,"no",2.2,"",0,8322
"PROCR",334,3,0.0998995117018644,"no",-0.0128793065459944,0.168456122168156,-0.131389919995447,0.0741333151282827,255,2,0.470753709964527,"no",1,"",0.00372506608988224,8322
"MCM8",330,14,0.100101050988101,"no",-0.0881041313448272,0.194029099083924,-0.130349636296719,0.147239604585699,249,7,0.29228341113934,"no",4.75,"",0.00925258351357847,8322
"ONECUT3",344,3,0.100209557714432,"no",-0.0722539328754992,0.236936561181487,-0.144286794092182,0.0185053692503185,260,2,0.425782427466483,"no",4,"",0.00120163422254266,8322
"ATP10D",328,19,0.100327956756608,"no",-0.180443718204348,0.284138359548731,-0.149961408851607,0.156272354426642,246,15,0.426226351540767,"no",2.7,"",0.0251141552511416,8322
"DGAT1",301,4,0.100380000549268,"no",-0.0140712930875525,0.184031904203295,-0.0102336132538173,0.0943983556705991,226,2,0.671121323696489,"no",0.6,"",0.00576784426820476,8322
"ZNF3",328,7,0.100600359039546,"no",0.0655375075000411,0.14411831805951,0.0264630730533427,0.058495525453505,248,3,0.60146792089764,"no",3,"",0.00672915164623888,8322
"KLHL29",332,18,0.100606941969158,"no",-0.00215689785794702,0.180082186962491,-0.0492479646518326,0.228284948142024,252,10,0.440749987354014,"no",3,"",0.00528719057918769,8322
"CISH",343,4,0.100628548945893,"no",0.00593940473158447,0.163069461366496,-0.0437129080750451,0.179460393238823,258,4,0.581134844976055,"no",2,"",0.00276375871184811,8322
"EVI2A",339,7,0.100836696790571,"no",-0.0184625967156158,0.166405127716537,-0.0610092825738661,0.119404379013634,255,5,0.258357206454452,"no",8,"",0.00312424897861091,8322
"CIC",301,44,0.101448533658728,"no",0.0510952260302419,0.188814509022306,0.0495262504947867,0.203364807594973,234,28,0.77768839987,"no",3.25,"LGG_LoF,LUAD_LoF",0.0234318673395818,8322
"TBC1D23",337,9,0.101499952281409,"no",-0.134425466887241,0.239993119460559,-0.215465812731717,0.142428358238525,250,10,0.346961937316101,"no",12,"",0.00720980533525595,8322
"HFE",335,6,0.101552772486574,"no",0.00449199130408781,0.162860915967438,-0.0233332470786502,0.158351265379639,260,3,0.615537255179312,"no",1.75,"",0.00600817111271329,8322
"RERGL",326,10,0.1015984803165,"no",-0.00111192938388675,0.212657835525943,-0.0629097428453581,0.332786372380518,245,7,0.623725956251828,"no",4.66666666666667,"",0.00588800769045902,8322
"HOXD10",344,11,0.101845920069903,"no",0.0194285283620072,0.141130015502145,0.0231293264453313,0.163195250415465,256,8,0.658151102197707,"no",3.25,"",0.00732996875751021,8322
"CNOT6L",343,5,0.10217226993568,"no",-0.0910227511326098,0.231759686086382,-0.0788654768384905,0.0143959753870254,260,3,0.341235486531614,"no",1.16666666666667,"",0.00684931506849315,8322
"RRP9",342,7,0.102344808067509,"no",-0.644005600191588,0.387974589737511,-0.663885090100184,0.156731568005294,258,2,0.450784258005405,"no",2,"",0.00576784426820476,8322
"C1orf204",335,3,0.102602816447802,"no",NA,NA,NA,NA,0,0,NA,NA,2,"",0.00132179764479692,8322
"C11orf24",320,8,0.102811020147302,"no",-0.0787158366460304,0.163580603733933,-0.129795577675597,0.167286019573852,239,5,0.391852978441438,"no",1.42857142857143,"",0.00612833453496756,8322
"AGPAT2",346,4,0.103145814281848,"no",-0.0699689907626727,0.159954577190273,-0.102409698624321,0.17831628231959,260,5,0.357249448669893,"no",0.75,"",0.00252343186733958,8322
"GRIK5",336,15,0.103177601587461,"no",0.0322691332034647,0.176045133804248,0.00279000289906797,0.0568276950235743,257,10,0.393373804280027,"no",1.30769230769231,"",0.0174236962268685,8322
"BRD1",322,17,0.103430926274976,"no",0.00956925612807689,0.168473546910698,-0.0601116004125643,0.18756505905391,238,14,0.436596595131346,"no",2.33333333333333,"",0.0152607546262918,8322
"TK1",332,2,0.103505400098071,"no",-0.0145920824467443,0.17029661441782,-0.0453358957314106,0.0121533956129208,255,1,NA,NA,3,"",0.00228310502283105,8322
"LHX1",337,10,0.103706557993463,"no",0.0339027555967193,0.130444497168777,0.00860086225171226,0.0571268659115177,254,5,0.6270443269223,"no",1.1,"",0.00552751742369623,8322
"C1QTNF5",336,4,0.103797563586164,"no",NA,NA,NA,NA,252,2,0.643197467987507,"no",1.25,"",0.00168228791155972,8322
"EPYC",343,7,0.103893161465352,"no",0.0133769559301919,0.149813894319901,-8.68656775744406e-05,0.12883521488972,261,3,0.246063248618435,"no",1.8,"",0.00648882480173035,8322
"PPP4C",348,5,0.104115403271191,"no",-0.244301401081464,0.349951254761952,-0.438569993161951,0.048032850232668,265,2,0.47991743554729,"no",1.2,"",0.00432588320115357,8322
"ARL6",339,5,0.104245016430185,"no",-0.137679557038589,0.22608953244659,-0.228919008005075,0.105357067617795,258,2,0.435797731536413,"no",6,"",0.00324441240086518,8322
"DMPK",342,7,0.104334508457244,"no",0.0362964745758506,0.160543312834164,-0.0521193663339168,0.130520493275701,260,4,0.771579610405077,"no",1.33333333333333,"",0.00564768084595049,8322
"DNAI1",335,13,0.104539915726326,"no",-0.129904348673351,0.187718336699447,-0.108919453670246,0.237519647808669,253,7,0.720330759262281,"no",2.66666666666667,"",0.0128574861812064,8322
"VTCN1",333,5,0.104767427515415,"no",0.0795106102685579,0.231048574360521,-0.0629455231322452,0.169717642985461,245,3,0.635878755094808,"no",3,"",0.00504686373467916,8322
"KCND3",323,10,0.105266706926971,"no",-0.0312138641493749,0.173338138889258,-0.116315691415757,0.0765246085804733,242,6,0.151569449016838,"no",1.4,"",0.0173035328046143,8322
"RAP1GDS1",342,9,0.105309091470749,"no",-0.0473767316458919,0.164843338122711,-0.0289950981381615,0.121989258618309,259,6,0.331859880556527,"no",2.6,"ESCA_Act,RCCC_Act",0.00901225666906993,8322
"BIRC2",328,6,0.105387815424408,"no",-0.0513414633045036,0.161555592778692,-0.0700391360634036,0.0795247614870742,244,3,0.669446499548654,"no",8,"",0.00745013217976448,8322
"ZBTB48",336,8,0.105476847554733,"no",-0.0141668176356598,0.151179127209589,-0.0891074245614422,0.160604561633809,254,6,0.731372218517292,"no",2.2,"",0.00564768084595049,8322
"AAAS",349,3,0.105568859715672,"no",-0.0930670390155704,0.207426992750763,-0.237553534890546,0.194421896795384,264,1,NA,NA,1,"",0.00564768084595049,8322
"RGPD4",302,22,0.105651964038155,"no",0.245689038940744,0.346203232921941,0.371086202495776,0.147398342125494,227,16,0.447187619191433,"no",3.42857142857143,"",0.0354482095650084,8322
"COL18A1",304,35,0.105912179905504,"no",-0.00237047095286206,0.161587062484944,0.00689958526795425,0.133233919589832,232,24,0.595713156716013,"no",1.95238095238095,"",0.0161018985820716,8322
"ESAM",336,2,0.106001604421678,"no",-0.0199352868977295,0.261123477491813,-0.104619567424396,0.157893967055514,252,2,0.32399353784987,"no",1.33333333333333,"",0.00684931506849315,8322
"SOX8",341,11,0.10633123217991,"no",-0.063050675309528,0.149616385830711,-0.086170963184603,0.11452404129735,254,9,0.557541425519641,"no",3,"",0.00408555635664504,8322
"PDE3B",324,19,0.106384502325878,"no",-0.0385543324077881,0.181312446675527,-0.111608039812194,0.12662572463617,245,15,0.562409910968826,"no",2.16666666666667,"",0.0144196106705119,8322
"RAB1A",349,5,0.106663407468254,"no",0.00100710821674832,0.160728431495248,-0.0852211611715046,0.047172700693642,264,3,0.492347934311161,"no",6,"",0.00192261475606825,8322
"RRAGA",315,2,0.106692082156955,"no",0.0281295896069362,0.161589507068004,-0.0530817626214157,0.0396971487489741,234,2,0.434839577583449,"no",1.5,"",0.00336457582311944,8322
"PRPF4B",328,12,0.106739547160024,"no",-0.725805236777511,0.400573665345501,-0.917897771832493,0.3712042839546,251,7,0.489531122315604,"no",7.5,"",0.0111751982696467,8322
"SLC16A6",324,9,0.107443685709644,"no",-0.0728047708462161,0.166841659137784,-0.123509368774521,0.096798542026398,251,4,0.633452462506907,"no",2,"",0.00793078586878154,8322
"PLEKHG4",328,24,0.107745144104658,"no",-0.050613431978165,0.196849892402632,-0.053046103773543,0.122808398484464,247,16,0.157991361433284,"no",3.5,"",0.0145397740927662,8322
"DAZAP2",352,2,0.107758758315263,"no",0.0250911829868573,0.158571207676825,-0.16950349156604,0.0991022615332295,264,1,NA,NA,3,"",0.00204277817832252,8322
"ZFHX3",288,46,0.108043038690611,"no",-0.407174581242822,0.322094119973786,-0.412673852407425,0.297476684200504,218,35,0.458498904061963,"no",2.35714285714286,"BLCA_LoF,BRCA_LoF,DLBCL_LoF,MM_LoF,PAAD_LoF,PRAD_LoF,THYM_LoF,UCEC_LoF,VV_LoF",0.0439798125450613,8322
"IGSF8",322,10,0.108135896000187,"no",-0.044906327929397,0.18982829713293,-0.0341821178466312,0.140502305367958,244,6,0.344639922493412,"no",1.375,"",0.00889209324681567,8322
"MYT1L",321,26,0.108278435953852,"no",0.0689966007136074,0.158821860477659,0.0525951298287774,0.162365743358993,241,18,0.674935071285994,"no",2.27777777777778,"",0.0356885364095169,8322
"GNPNAT1",350,2,0.108501860743123,"no",-0.125938620357684,0.219157003530344,-0.368441573582639,0.11206058927871,263,2,0.491836602517807,"no",1.5,"",0.00216294160057678,8322
"MLF2",346,2,0.108579869654742,"no",-0.186932889529908,0.262829661087181,-0.468934300393104,0.0275296345276425,258,1,NA,NA,0.272727272727273,"",0.0049267003124249,8322
"SEMA7A",341,8,0.108730749615899,"no",-0.206046595740497,0.326998864835909,-0.414960181048404,0.246629570666801,256,7,0.424422339775011,"no",1.11111111111111,"",0.00853160298005287,8322
"CIT",313,41,0.109109497889821,"no",-0.281493508207194,0.362938861217043,-0.283970948241522,0.342766009150213,242,24,0.559527011814126,"no",3.27777777777778,"",0.0279980773852439,8322
"SLC29A1",352,5,0.1091720668578,"no",0.0462256115495219,0.198776881620686,-0.00362767208518054,0.110726265508117,267,0,NA,NA,1.5,"",0.00600817111271329,8322
"CEL",327,18,0.109344977206275,"no",-0.0991604398282469,0.193683116620483,-0.170030334700359,0.217325105435089,246,13,0.658122323151517,"no",2.75,"",0.00937274693583273,8322
"ATP1A4",312,21,0.109371009062335,"no",-0.0114797005196609,0.196285935694378,-0.0233214361653804,0.166971100507801,238,12,0.706512396346746,"no",2.75,"",0.0209084354722422,8322
"WDR48",349,5,0.109997754894707,"no",-0.0979352210796412,0.226915317164174,-0.171407330110279,0.027047748294789,262,3,0.448198005388037,"no",1.5,"",0.00660898822398462,8322
"EPB41L2",328,19,0.110062668950101,"no",-0.0116104156804828,0.150709468985459,-0.0462314222541801,0.108385811755702,249,12,0.495213577451459,"no",5.25,"",0.015380918048546,8322
